1,One Arm Press Ups,false,3,11,12
1,Superman Press Ups,false,3,3,12
1,Pull Ups,false,3,8,15
1,Explosive Press Ups,false,3,9,15
1,Trap Press Ups,false,3,9,12
1,Lower Pec Press Ups,false,3,11,12
1,Wide Arm Press Ups,false,3,9,15
1,Decline Press Ups,false,3,8,12
